match_id,media_exposure_index,commercial_momentum_score,injury_risk_score,sponsor_team_fit_score,weather_impact_score,stage_premium_score
1,0.1933762757372539,0.4278980921891007,0.07533333333333334,0.8269599999999999,0.2592710340398202,0.2
2,0.1871233625473991,0.4734795148312961,0.24166666666666664,0.8384799999999999,0.18361235995147362,0.2
3,0.16930632969259868,0.48195960217958034,0.2720666666666667,0.87765,0.2640084207521587,0.2
4,0.2454891683791512,0.4500213366482442,0.1972,0.80074,0.2584082637550845,0.2
5,0.11259063918311366,0.473377235874439,0.25653333333333334,0.83355,0.3634286020124171,0.2
6,0.17606415484198257,0.41408421179747334,0.294,0.8002999999999999,0.3630914151145365,0.2
7,0.17780004984072345,0.39472304261682223,0.0945333333333333,0.7768900000000001,0.4247780632270035,0.2
8,0.18547322048338205,0.4619982517722661,0.18086666666666662,0.8029999999999999,0.44289709555412826,0.2
9,0.20056347999501697,0.3255717683046645,0.23339999999999994,0.6431,0.3619303503889246,0.2
10,0.303987291554946,0.5345997875029895,0.25653333333333334,0.83355,0.35372689645329336,0.2
11,0.14785631566735347,0.396437909580845,0.294,0.8002999999999999,0.3029215728252337,0.2
12,0.1194859314756102,0.4114997366458212,0.07533333333333334,0.8269599999999999,0.295400699350603,0.2
13,0.2140856593265486,0.39864118260590775,0.0945333333333333,0.7768900000000001,0.37169378434310996,0.2
14,0.2654748266577499,0.35162755116616445,0.23339999999999994,0.6431,0.2676949975023193,0.2
15,0.18024207360355832,0.49297206898778473,0.25653333333333334,0.83355,0.3584114750588739,0.2
16,0.29573063218188245,0.531722100839887,0.25653333333333334,0.83355,0.36721986726611,0.2
17,0.29750780461069787,0.36571972905747957,0.23339999999999994,0.6431,0.21784628559195035,0.2
18,0.2965330536912315,0.37045307804974253,0.23339999999999994,0.6431,0.39115036037964745,0.2
19,0.29515285396187174,0.5268689535892552,0.25653333333333334,0.83355,0.36849389852280023,0.2
20,0.28846112249543,0.35125598938394553,0.2566666666666667,0.64162,0.42689716691643476,0.2
21,0.23530477995427426,0.4543529880073239,0.07533333333333334,0.8269599999999999,0.5857512309997859,0.2
22,0.22702443636847694,0.49821824421222294,0.2720666666666667,0.87765,0.4510090630129165,0.2
23,0.16264895267393725,0.43727915621520136,0.1601333333333333,0.83533,0.3540256904303147,0.2
24,0.22542211909989493,0.44762945731615655,0.13880000000000003,0.80546,0.3003889245700422,0.2
25,0.33858593730442593,0.5266037078006182,0.17693333333333333,0.8634399999999999,0.30165239420538076,0.2
26,0.26076487246203367,0.4925542343021354,0.16493333333333332,0.8532599999999999,0.28489866552486975,0.2
27,0.11984003656524414,0.30141151921861065,0.2566666666666667,0.64162,0.36020352529793764,0.2
28,0.21308986956710393,0.4529407895615582,0.1601333333333333,0.83533,0.31809783772211514,0.2
29,0.1887142081132833,0.4431069879338571,0.1992,0.8727199999999999,0.4087550845643332,0.2
30,0.14616089361444237,0.4650362860062878,0.17693333333333333,0.8634399999999999,0.5353405409262827,0.2
31,0.17261106063435805,0.4715871503315671,0.17693333333333333,0.8634399999999999,0.27635067437379573,0.2
32,0.2176532116673725,0.45012028957714106,0.1601333333333333,0.83533,0.3638061086134304,0.2
33,0.10361417983972583,0.4525282169190167,0.17693333333333333,0.8634399999999999,0.22488810390351816,0.2
34,0.28452985178732726,0.35367279176552985,0.2566666666666667,0.64162,0.42296060800685076,0.2
35,0.16325239785851936,0.4729152077823293,0.17693333333333333,0.8634399999999999,0.42474916149289943,0.2
36,0.23696123624646473,0.45836700575557005,0.1992,0.8727199999999999,0.25072004567187606,0.2
37,0.3846483676188694,0.560520754136318,0.2720666666666667,0.87765,0.34053271961749804,0.2
38,0.29210534607079,0.3365363653600957,0.10193333333333333,0.6095,0.23275173053593093,0.2
39,0.10582632824844164,0.4268247452255258,0.1601333333333333,0.83533,0.4984369514022693,0.2
40,0.19880871523698906,0.47956720245870305,0.24166666666666664,0.8384799999999999,0.46083065724684213,0.2
41,0.22676997771337404,0.5165941865509924,0.18953333333333328,0.8142399999999999,0.22338114607864126,0.2
42,0.31422222267380634,0.5196267931022105,0.17693333333333333,0.8634399999999999,0.39742881609933634,0.2
43,0.2521456131407002,0.3103774790174583,0.10193333333333333,0.6095,0.3374909013059302,0.2
44,0.2666168570562458,0.47368555125987283,0.1992,0.8727199999999999,0.2653132805252266,0.2
45,0.15653832684690258,0.47622316550294164,0.2720666666666667,0.87765,0.36387675729679586,0.2
46,0.2500969308656165,0.3266362365681644,0.10193333333333333,0.6095,0.14721187468778996,0.2
47,0.3108992974966987,0.5088936007400641,0.24166666666666664,0.8384799999999999,0.2390362520516663,0.2
48,0.28757652061971845,0.5311835137269864,0.18953333333333328,0.8142399999999999,0.4896493969885106,0.2
49,0.21623652563674442,0.4931130092873608,0.2720666666666667,0.87765,0.279824805537715,0.2
50,0.15901824189139466,0.4793812752262333,0.2720666666666667,0.87765,0.3277792050239064,0.2
51,0.17803171960661865,0.5053513556960195,0.18953333333333328,0.8142399999999999,0.2828923142795975,0.2
52,0.23186681679736176,0.5074914326047922,0.2720666666666667,0.87765,0.47927902661814026,0.2
53,0.3230969990587662,0.5399952465117216,0.18953333333333328,0.8142399999999999,0.6527094126882181,0.2
54,0.2744915739444549,0.5144821857091213,0.2720666666666667,0.87765,0.25053486048669094,0.2
55,0.28427048866871746,0.44286592601165276,0.294,0.8002999999999999,0.4638139584671376,0.2
56,0.3048137096999579,0.5215457233460258,0.17693333333333333,0.8634399999999999,0.3699793049311354,0.2
57,0.2886713488124334,0.4963333426913849,0.2344,0.8014599999999998,0.22070291871833295,0.2
58,0.23485656838270483,0.5288630597338421,0.13506666666666675,0.8360099999999999,0.3294522942981517,0.2
59,0.30584431042666627,0.5192940522549174,0.2720666666666667,0.87765,0.5703109255691144,0.2
60,0.32394517679925416,0.3832579470252673,0.18539999999999995,0.65419,0.4043118532790979,0.2
61,0.24303178388652763,0.4338215112716436,0.294,0.8002999999999999,0.1806033683008635,0.2
62,0.2027375623348739,0.3666141243885987,0.23113333333333333,0.66788,0.5090253336187825,0.2
63,0.2420545819533354,0.49516940361563655,0.18086666666666662,0.8029999999999999,0.38054642118033255,0.2
64,0.14979088261879428,0.48055158432872097,0.2720666666666667,0.87765,0.17490044958253054,0.2
65,0.33780188180569054,0.446769231012747,0.0945333333333333,0.7768900000000001,0.48738100335402834,0.2
66,0.4222796756136399,0.4841559674861442,0.294,0.8002999999999999,0.4888389352743881,0.2
67,0.19634097397285233,0.3586568429000353,0.23113333333333333,0.66788,0.24938557054163993,0.2
68,0.24427901420664494,0.5000440660886761,0.17693333333333333,0.8634399999999999,0.6411774780560908,0.2
69,0.26175145916083026,0.3619533386517829,0.18539999999999995,0.65419,0.35342717476628843,0.2
